title,summary,category
Outline of health sciences,"The following outline is provided as an overview of and topical guide to health sciences:
Health sciences – those sciences that focus on health, or health care, as core parts of their subject matter. Health sciences relate to multiple academic disciplines, including STEM disciplines and emerging patient safety disciplines (such as social care research).",1
List of hyperaccumulators,"This article covers known hyperaccumulators, accumulators or species tolerant to the following: Aluminium (Al), Silver (Ag), Arsenic (As), Beryllium (Be), Chromium (Cr), Copper (Cu), Manganese (Mn), Mercury (Hg), Molybdenum (Mo), Naphthalene, Lead (Pb), Selenium (Se) and Zinc (Zn).
See also:
Hyperaccumulators table – 2 : Nickel
Hyperaccumulators table – 3 : Cd, Cs, Co, Pu, Ra, Sr, U,        radionuclides, hydrocarbons, organic solvents, etc.",1
Hyperaccumulators table – 2 : Nickel,"This list covers known nickel hyperaccumulators, accumulators or plant species tolerant to nickel.
See also:
Hyperaccumulators table – 1 : Ag, Al, As, Be, Cr, Cu, Hg, Mn, Mo, Naphthalene, Pb, Pd, Se, Zn
Hyperaccumulators table – 3 : Cd, Cs, Co, Pu, Ra, Sr, U,  radionuclides, hydrocarbons, organic solvents, etc.Notes
In the genus Alyssum, free histamin (His) is an important Ni binding ligand that increases in the xylem proportionately to root Ni uptake. There is a close correlation between Ni tolerance, root His concentration, and ATP-PRT transcript abundance. Thus ATP-PRT expression may play a major role in regulating the pool of free His and contributes to the exceptional Ni tolerance of hyperaccumulator Alyssum species. But this is not the complete hyperaccumulator phenotype because His-(GM-)overproducing lines do not exhibit increased Ni concentrations in either xylem sap or shoot tissue.
Alpine pennycress or «Alpine Pennygrass» is also found as «Alpine Pennycrest» in (some books).",1
Hyperaccumulators table – 3,"This list covers hyperaccumulators, plant species which accumulate, or are tolerant of radionuclides (Cd, Cs-137, Co, Pu-238, Ra, Sr, U-234, 235, 238), hydrocarbons and organic solvents (Benzene, BTEX, DDT, Dieldrin, Endosulfan, Fluoranthene, MTBE, PCB, PCNB, TCE and by-products), and inorganic solvents (Potassium ferrocyanide).
See also:
Hyperaccumulators table – 1 : Ag, Al, As, Be, Cr, Cu, Hg, Mn, Mo, Naphthalene, Pb, Pd, Se, Zn
Hyperaccumulators table – 2 : Nickel",1
IARC group 3,"Substances, mixtures and exposure circumstances in this list have been classified by the International Agency for Research on Cancer (IARC) as group 3: The agent (mixture or exposure circumstance) is not classifiable as to its carcinogenicity to humans. This category is used most commonly for agents, mixtures and exposure circumstances for which the evidence of carcinogenicity is inadequate in humans and inadequate or limited in experimental animals. Exceptionally, agents (mixtures) for which the evidence of carcinogenicity is inadequate in humans but sufficient in experimental animals may be placed in this category when there is strong evidence that the mechanism of carcinogenicity in experimental animals does not operate in humans. Agents, mixtures and exposure circumstances that do not fall into any other group are also placed in this category.
This list is focusing on the hazard linked to the agents. This means that the carcinogenic agents are capable of causing cancer, but this does not take their risk into account, which is the probability of causing a cancer given the level of exposure to this carcinogenic agent.Further details can be found in the IARC Monographs.",1
List of ice cores,"This is a list of ice cores drilled for scientific purposes.  Note that many of these locations are on moving ice sheets, and the latitude and longitude given is as of the date of drilling.",1
Index of Earth science articles,"Earth science (also known as geoscience, the geosciences or the Earth Sciences) is an all-embracing term for the sciences related to the planet Earth. It is arguably a special case in planetary science, the Earth being the only known life-bearing planet. There are both reductionist and holistic approaches to Earth science. There are four major disciplines in earth sciences, namely geography, geology, geophysics and geodesy. These major disciplines use physics, chemistry, biology, chronology and mathematics to build a quantitative understanding of the principal areas or spheres of the Earth system.
Articles related to Earth science include:",1
List of inductees in the International Rubber Science Hall of Fame,"The International Rubber Hall of Fame recognizes the careers of notable professionals in rubber technology. It is jointly sponsored by the Maurice Morton Institute of Polymer Science at The University of Akron and the Rubber Division of the American Chemical Society.
The Goodyear Polymer Center at the University of Akron houses the Hall of Fame's portrait gallery.",1
Scientific law,"Scientific laws or laws of science are statements, based on repeated experiments or observations, that describe or predict a range of natural phenomena. The term law has diverse usage in many cases (approximate, accurate, broad, or narrow) across all fields of natural science (physics, chemistry, astronomy, geoscience, biology). Laws are developed from data and can be further developed through mathematics; in all cases they are directly or indirectly based on empirical evidence. It is generally understood that they implicitly reflect, though they do not explicitly assert, causal relationships fundamental to reality, and are discovered rather than invented.Scientific laws summarize the results of experiments or observations, usually within a certain range of application. In general, the accuracy of a law does not change when a new theory of the relevant phenomenon is worked out, but rather the scope of the law's application, since the mathematics or statement representing the law does not change. As with other kinds of scientific knowledge, scientific laws do not express absolute certainty, as mathematical theorems or identities do. A scientific law may be contradicted, restricted, or extended by future observations.
A law can often be formulated as one or several statements or equations, so that it can predict the outcome of an experiment.  Laws differ from hypotheses and postulates, which are proposed during the scientific process before and during validation by experiment and observation. Hypotheses and postulates are not laws, since they have not been verified to the same degree, although they may lead to the formulation of laws.  Laws are narrower in scope than scientific theories, which may entail one or several laws. Science distinguishes a law or theory from facts. Calling a law a fact is ambiguous, an overstatement, or an equivocation. The nature of scientific laws has been much discussed in philosophy, but in essence scientific laws are simply empirical conclusions reached by scientific method; they are intended to be neither laden with ontological commitments nor statements of logical absolutes.",1
Outline of library and information science,"The following outline is provided as an overview of and topical guide to library and information science:
Library and information science (LIS) is the scientific study of issues related to libraries and the information fields. This includes academic studies regarding how library resources are used and how people interact with library systems. The organization of knowledge for efficient retrieval of relevant information is also a major research goal of library science.  Being interdisciplinary, it overlaps with computer science, various social sciences, statistics, and systems analysis.",1
List of life sciences,"This list of life sciences comprises the branches of science that involve the scientific study of life – such as microorganisms, plants, and animals including human beings. This science is one of the two major branches of natural science, the other being physical science, which is concerned with non-living matter. Biology is the overall natural science that studies life, with the other life sciences as its sub-disciplines.
Some life sciences focus on a specific type of organism. For example, zoology is the study of animals, while botany is the study of plants. Other life sciences focus on aspects common to all or many life forms, such as anatomy and genetics. Some focus on the micro-scale (e.g. molecular biology, biochemistry) other on larger scales (e.g. cytology, immunology, ethology, pharmacy, ecology). Another major branch of life sciences involves understanding the mind – neuroscience. Life sciences discoveries are helpful in improving the quality and standard of life and have applications in health, agriculture, medicine, and the pharmaceutical and food science industries. For example, it has provided information on certain diseases which has overall aided in the understanding of human health.",1
List of scientific priority disputes,This is a list of priority disputes in science and science-related fields (such as mathematics).,1
List of science magazines,"A science magazine is a periodical publication with news, opinions, and reports about science, generally written for a non-expert audience. In contrast, a periodical publication, usually including primary research and/or reviews, that is written by scientific experts is called a ""scientific journal"". Science magazines are read by non-scientists and scientists who want accessible information on fields outside their specialization.
Articles in science magazines are sometimes republished or summarized by the general press.",1
List of materials analysis methods,"This is a list of analysis methods used in materials science. Analysis methods are listed by their acronym, if one exists.",1
List of microorganisms tested in outer space,"The survival of some microorganisms exposed to outer space has been studied using both simulated facilities and low Earth orbit exposures. Bacteria were some of the first organisms investigated, when in 1960 a Russian satellite carried Escherichia coli, Staphylococcus, and Enterobacter aerogenes into orbit. Many kinds of microorganisms have been selected for exposure experiments since, as listed in the table below.
Experiments of the adaption of microbes in space have yielded unpredictable results. While sometimes the microorganism may weaken, they can also increase in their disease-causing potency.It is possible to classify these microorganisms into two groups, the human-borne and the extremophiles. Studying the human-borne microorganisms is significant for human welfare and future crewed missions in space, whilst the extremophiles are vital for studying the physiological requirements of survival in space. NASA has pointed out that normal adults have ten times as many microbial cells as human cells in their bodies. They are also nearly everywhere in the environment and, although normally invisible, can form slimy biofilms.Extremophiles have adapted to live in some of the most extreme environments on Earth. This includes hypersaline lakes, arid regions, deep sea, acidic sites, cold and dry polar regions and permafrost. The existence of extremophiles has led to the speculation that microorganisms could survive the harsh conditions of extraterrestrial environments and be used as model organisms to understand the fate of biological systems in these environments. The focus of many experiments has been to investigate the possible survival of organisms inside rocks (lithopanspermia), or their survival on Mars for understanding the likelihood of past or present life on that planet. Because of their ubiquity and resistance to spacecraft decontamination, bacterial spores are considered likely potential forward contaminants on robotic missions to Mars. Measuring the resistance of such organisms to space conditions can be applied to develop adequate decontamination procedures.Research and testing of microorganisms in outer space could eventually be applied for directed panspermia or terraforming.",1
Ministry of science,A science ministry or department of science is a ministry or other government agency charged with science. The ministry is often headed by a minister for science.,1
List of scientific misconduct incidents,"Scientific misconduct is the violation of the standard codes of scholarly conduct and ethical behavior in the publication of professional scientific research.  A Lancet review on Handling of Scientific Misconduct in Scandinavian countries gave examples of policy definitions. In Denmark, scientific misconduct is defined as ""intention[al] negligence leading to fabrication of the scientific message or a false credit or emphasis given to a scientist"", and in Sweden as ""intention[al] distortion of the research process by fabrication of data, text, hypothesis, or methods from another researcher's manuscript form or publication; or distortion of the research process in other ways.""A 2009 systematic review and meta-analysis of survey data found that about 2% of scientists admitted to falsifying, fabricating, or modifying data at least once.Incidents should only be included in this list if the individuals or entities involved have their own Wikipedia articles, or in the absence of an article, where the misconduct incident is covered in multiple reliable sources.",1
List of multiple discoveries,"Historians and sociologists have remarked the occurrence, in science, of ""multiple independent discovery"". Robert K. Merton defined such ""multiples"" as instances in which similar discoveries are made by scientists working independently of each other.  ""Sometimes,"" writes Merton, ""the discoveries are simultaneous or almost so; sometimes a scientist will make a new discovery which, unknown to him, somebody else has made years before.""Commonly cited examples of multiple independent discovery are the 17th-century independent formulation of calculus by Isaac Newton, Gottfried Wilhelm Leibniz and others, described by A. Rupert Hall; the 18th-century discovery of oxygen by Carl Wilhelm Scheele, Joseph Priestley, Antoine Lavoisier and others; and the theory of the evolution of species, independently advanced in the 19th century by Charles Darwin and Alfred Russel Wallace.
Multiple independent discovery, however, is not limited to such famous historic instances. Merton believed that it is multiple discoveries, rather than unique ones, that represent the common pattern in science.Merton contrasted a ""multiple"" with a ""singleton""—a discovery that has been made uniquely by a single scientist or group of scientists working together.A distinction is drawn between a discovery and an invention, as discussed for example by Bolesław Prus.  However, discoveries and inventions are inextricably related, in that discoveries lead to inventions, and inventions facilitate discoveries; and since the same phenomenon of multiplicity occurs in relation to both discoveries and inventions, this article lists both multiple discoveries and multiple inventions.",1
List of neurological research methods,"There are numerous types of research methods used when conducting neurological research, all with the purpose of trying to view the activity that occurs within the brain during a certain activity or behavior. The disciplines within which these methods are used is quite broad, ranging from psychology to neuroscience to biomedical engineering to sociology. The following is a list of neuroimaging methods:
Electroencephalography (EEG)Quantitative electroencephalography (QEEG)
Stereoelectroencephalography (SEEG)Functional magnetic resonance imaging (fMRI)
Magnetoencephalography (MEG)
Near-infrared spectroscopy (NIRS)
Positron emission tomography (PET)
Single-unit recording
Transcranial direct-current stimulation (TDCS)
Transcranial magnetic stimulation (TMS)",1
List of noise topics,This is a list of noise topics.,1
List of organizations opposing mainstream science,"This is a list of organizations opposing mainstream science by frequently challenging the facts and conclusions recognized by the mainstream scientific community. By claiming to employ the scientific method in order to advance certain fringe ideas and theories, they are often charged with promotion of various forms of pseudoscience.",1
List of -otomies,"The suffix '-otomy' is derived from the Greek suffix τόμος, -tómos, meaning ""cutting, sharp, or separate"".",1
List of polyurethane applications,"Polyurethane products have many uses. Over three quarters of the global consumption of polyurethane products is in the form of foams, with flexible and rigid types being roughly equal in market size. In both cases, the foam is usually behind other materials: flexible foams are behind upholstery fabrics in commercial and domestic furniture; rigid foams are between metal, or plastic walls/sheets of most refrigerators and freezers, or other surface materials in the case of thermal insulation panels in the construction sector.  Its use in garments is growing:  for example, in lining the cups of brassieres. Polyurethane is also used for moldings which include door frames, columns, balusters, window headers, pediments, medallions and rosettes.
Polyurethane formulations cover an extremely wide range of stiffness, hardness, and densities. These materials include:
Low-density flexible foam used in upholstery, bedding, automotive and truck seating, and novel inorganic plant substrates for roof or wall gardens
Low density elastomers used in footwear
Hard solid plastics used as electronic instrument bezels and structural parts
Flexible plastics used as straps and bands
Cast and injection molded components for various markets – i.e., agriculture, military, automotive, industrial, etc.Polyurethane foam is widely used in high resiliency flexible foam seating, rigid foam insulation panels, microcellular foam seals and gaskets, durable elastomeric wheels and tires, automotive suspension bushings, electrical potting compounds, seals, gaskets, carpet underlay, and hard plastic parts (such as for electronic instruments).",1
List of popular science mass media outlets,"This is a list of popular science mass media outlets.
Science media
Science in the headlines
News online
News agencies
Associated Press
EurekAlert! (AAAS)
ReutersPressRemember Newspaper Science Sections? They’re Almost All Gone Christopher Zara, International Business TimesDaily newspapers
Weeklies
Fortnightlies
Frontline
National Review
New RepublicMonthlies
The Atlantic
ProspectBimonthlies
Harvard Magazine
Mother Jones",1
List of science and technology awards for women,"This list of science and technology awards for women is an index to articles about notable awards made to women for work in science and the STEM (Science, technology, engineering, and mathematics) fields generally. It includes awards for astronomy, space and atmospheric science; biology and medicine; chemistry; engineering; mathematics; neuroscience; physics; technology; and general or multiple fields.",1
List of prolific inventors,"The 100 known most prolific inventors based on worldwide utility patents are shown in the following table. While in many cases this is the number of utility patents granted by the United States Patent and Trademark Office, it may include utility patents granted by other countries, as noted by the source references for an inventor.",1
List of topics characterized as pseudoscience,"This is a list of topics that have, either currently or in the past, been characterized as pseudoscience by academics or researchers. Detailed discussion of these topics may be found on their main pages. These characterizations were made in the context of educating the public about questionable or potentially fraudulent or dangerous claims and practices—efforts to define the nature of science, or humorous parodies of poor scientific reasoning.
Criticism of pseudoscience, generally by the scientific community or skeptical organizations, involves critiques of the logical, methodological, or rhetorical bases of the topic in question. Though some of the listed topics continue to be investigated scientifically, others were only subject to scientific research in the past and today are considered refuted, but resurrected in a pseudoscientific fashion. Other ideas presented here are entirely non-scientific, but have in one way or another impinged on scientific domains or practices.
Many adherents or practitioners of the topics listed here dispute their characterization as pseudoscience. Each section here summarizes the alleged pseudoscientific aspects of that topic.",1
List of quantum-mechanical potentials,This is a list of potential energy functions that are frequently used in quantum mechanics and have any meaning.,1
List of rectores magnifici of Delft University of Technology,"A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of Delft University of Technology or its predecessor, Technische Hogeschool Delft:",1
List of rectores magnifici of the Eindhoven University of Technology,"A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Eindhoven University of Technology or its predecessor, the Technische Hogeschool Eindhoven (THE):",1
List of rectores magnifici of the Erasmus University Rotterdam,A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Erasmus University Rotterdam:,1
List of rectores magnifici of Leiden University,"This is a list of chancellors (rectores magnifici) of Leiden University, as from 1575. Three Nobel laureates are among these  chancellors: Hendrik Lorentz, Heike Kamerlingh Onnes and Willem Einthoven.",1
List of rectores magnifici of Maastricht University,A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Maastricht University:,1
List of rectores magnifici of the Vrije Universiteit Amsterdam,A rector of a Dutch university is called a rector magnificus. The following people have been rector magnificus of the Vrije Universiteit Amsterdam:,1
List of scientists whose names are used as units,"Many scientists have been recognized with the assignment of their names as international units by the International Committee for Weights and Measures or as non-SI units. The International System of Units (abbreviated SI from French: Système international d'unités) is the most widely used system of units of measurement. There are 7 base units and 22 derived units (excluding compound units). These units are used both in science and in commerce. Two of the base SI units and 17 of the derived units are named after scientists. 28 non-SI units are named after scientists. By this convention, their names are immortalised. As a rule, the SI units are written in lowercase letters, but symbols of units derived from the name of a person begin with a capital letter.",1
List of science museums,Below is the list of science museums all over the world. See Science museum for definitions.,1
List of science podcasts,The following is a list of science podcasts.,1
List of scientific demonstrations,This is a list of scientific demonstrations used in educational demonstrations and popular science lectures.,1
Scientific instrument,"A scientific instrument is a device or tool used for scientific purposes, including the study of both natural phenomena and theoretical research.",1
List of scientific laws named after people,"This is a list of scientific laws named after people (eponymous laws). For other lists of eponyms, see eponym.",1
Outline of scientific method,"The following outline is provided as an overview of and topical guide to the scientific method:
Scientific method – body of techniques for investigating phenomena and acquiring new knowledge, as well as for correcting and integrating previous knowledge. It is based on observable, empirical, reproducible, measurable evidence, and subject to the laws of reasoning.",1
Scientific phenomena named after people,"This is a list of scientific phenomena and concepts named after people (eponymous phenomena). For other lists of eponyms, see eponym.",1
Scientific research on the International Space Station,"The International Space Station is a platform for scientific research that requires one or more of the unusual conditions present in low Earth orbit (for example microgravity, (cosmic) -radiation and extreme temperatures). The primary fields of research include human research, space medicine, life sciences, physical sciences, astronomy and meteorology. The 2005 NASA Authorization Act designated the American segment of the International Space Station as a national laboratory with the goal of increasing the use of the ISS by other federal agencies and the private sector.Research on the ISS improves knowledge about the effects of long-term space exposure on the human body. Subjects currently under study include muscle atrophy, bone loss, and fluid shift. The data will be used to determine whether space colonization and lengthy human spaceflight are feasible. As of 2006, data on bone loss and muscular atrophy suggest that there would be a significant risk of fractures and movement problems if astronauts landed on a planet after a lengthy interplanetary cruise (such as the six-month journey time required to fly to Mars).
Large scale medical studies are conducted aboard the ISS via the National Space Biomedical Research Institute (NSBRI). Prominent among these is the Advanced Diagnostic Ultrasound in Microgravity study in which astronauts (including former ISS Commanders Leroy Chiao and Gennady Padalka) perform ultrasound scans under the guidance of remote experts. The study considers the diagnosis and treatment of medical conditions in space. Usually, there is no physician on board the ISS, and diagnosis of medical conditions is a challenge. It is anticipated that remotely guided ultrasound scans will have application on Earth in emergency and rural care situations where access to a trained physician is difficult.Researchers are investigating the effect of the station's near-weightless environment on the evolution, development, growth and internal processes of plants and animals. In response to some of this data, NASA wants to investigate microgravity's effects on the growth of three-dimensional, human-like tissues, and the unusual protein crystals that can be formed in space.The investigation of the physics of fluids in microgravity will allow researchers to model the behaviour of fluids better. Because fluids can be almost completely combined in microgravity, physicists investigate fluids that do not mix well on Earth. In addition, an examination of reactions that are slowed by low gravity and temperatures will give scientists a deeper understanding of superconductivity.The study of materials science is an important ISS research activity, with the objective of reaping economic benefits through the improvement of techniques used on the ground. Other areas of interest include the effect of the low gravity environment on combustion, through the study of the efficiency of burning and control of emissions and pollutants. These findings may improve our knowledge about energy production, and lead to economic and environmental benefits.
Remote sensing of the Earth, astronomy, and deep space research on the ISS have dramatically increased during the 2010s after the completion of the US Orbital Segment in 2011. Throughout the more than 20 years of the ISS program researchers aboard the ISS and on the ground have examined aerosols, ozone, water vapor, and oxides in Earth's atmosphere, as well as the Sun, cosmic rays, cosmic dust, antimatter, and dark matter in the universe. Examples of Earth-viewing remote sensing experiments that have flown on the ISS are the Orbiting Carbon Observatory 3, ISS-RapidScat, HICO, ECOSTRESS, the Global Ecosystem Dynamics Investigation, and the Cloud Aerosol Transport System. ISS-based astronomy telescopes and experiments include SOLAR, the Neutron Star Interior Composition Explorer, the Calorimetric Electron Telescope, the Monitor of All-sky X-ray Image (MAXI), and the Alpha Magnetic Spectrometer.",1
Solubility table,"The table below provides information on the variation of solubility of different substances (mostly inorganic compounds) in water with temperature, at one atmosphere pressure. Units of solubility are given in grams per 100 millilitres of water (g/100 mL), unless shown otherwise. The substances are listed in alphabetical order.",1
Outline of space science,"The following outline is provided as an overview and topical guide to space science:
Space science – field that encompasses all of the scientific disciplines that involve space exploration and study natural phenomena and physical bodies occurring in outer space, such as space medicine and astrobiology.",1
List of topics in space,"List of topics in space; topics as related to outer space.
Accidents in space
Animals in space
Architecture in space
Batteries in space
Christmas in space
Corrosion in space
Death in space
Dogs in space
Dust in space
Economy in space (Mining in space)
Garbage in space
Humans in space
Hygiene in space
Industry in space
Locomotion in space
Medicine in space
Mice in space
Microorganisms tested in outer space
Monkeys and apes in space
Music in space
Nuclear power in space
Neuroscience in space
Plants in space
Religion in space
Sex in space
Solar power in space
Solar power in space for Earth
Telescopes in space
Tourism in space
War in space
Weapons in space
Weather in space
Women in space
Writing in space",1
Index of structural engineering articles,"This is an alphabetical list of articles pertaining specifically to structural engineering. For a broad overview of engineering, please see List of engineering topics. For biographies please see List of engineers.",1
Thought experiment,"A thought experiment is a hypothetical situation in which a hypothesis, theory, or principle is laid out for the purpose of thinking through its consequences.",1
Table of historic and prehistoric climate indicators,"This table is a reference tool for rapidly locating Wikipedia articles on Historic and Prehistoric climate indicators of all types.
To Add:
Alkenone analysis
TEX-86 analysis
Nile river flood levels
Trace mineral ratios in deltaic sediment
Wildlife distribution
Pollen analysis
Historic storm-related sinkings
Sea temperature and atmospheric pressure (ENSO)
Scientific meteorological measurements (since 1800s)
air temperature
air pressure
wind speed and direction
Ocean currents and marine productivity
Flooding and drought observations on land
Volcanic activity
Elevated charcoal in lake sediments
Sand dune activation records
Eolian (wind-borne) sediment deposition",1
List of taxa named after human genitals,"This a list of species, genera, and other taxa named after human genitals.",1
List of tests,The following is an alphabetized and categorized list of notable tests.,1
List of unexplained sounds,"The following is a list of unidentified, or formerly unidentified, sounds. All of the sound files in this article have been sped up by at least a factor of 16 to increase intelligibility by condensing them and raising the frequency from infrasound to a more audible and reproducible range.",1
Lists of unsolved problems,List of unsolved problems may refer to several notable conjectures or open problems in various academic fields:,1
List of unsolved problems in neuroscience,"There are yet unsolved problems in neuroscience, although some of these problems have evidence supporting a hypothesized solution, and the field is rapidly evolving. One major problem is even enumerating what would belong on a list such as this. However, these problems include:",1
List of vineyard soil types,"The soil composition of vineyards is one of the most important viticultural considerations when planting grape vines. The soil supports the root structure of the vine and influences the drainage levels and amount of minerals and nutrients that the vine is exposed to. The ideal soil condition for a vine is a layer of thin topsoil and subsoil that sufficiently retains water but also has good drainage so that the roots do not become overly saturated. The ability of the soil to retain heat and/or reflect it back up to the vine is also an important consideration that affects the ripening of the grapes.There are several minerals that are vital to the health of vines that all good vineyard soils have. These include calcium which helps to neutralize the Soil pH levels, iron which is essential for photosynthesis, magnesium which is an important component of chlorophyll, nitrogen which is assimilated in the form of nitrates, phosphates which encourages root development, and potassium which improves the vine metabolisms and increases its health for next year's crop.",1
List of visual mnemonics,Visual mnemonics are a type of mnemonic that work by associating an image with characters or objects whose name sounds like the item that has to be memorized.,1
List of volunteer computing projects,"This is a comprehensive list of volunteer computing projects; a type of distributed computing where volunteers donate computing time to specific causes. The donated computing power comes from idle CPUs and GPUs in personal computers, video game consoles and Android devices.
Each project seeks to utilize the computing power of many internet connected devices to solve problems and perform tedious, repetitive research in a very cost effective manner.",1
List of science magazines,"A science magazine is a periodical publication with news, opinions, and reports about science, generally written for a non-expert audience. In contrast, a periodical publication, usually including primary research and/or reviews, that is written by scientific experts is called a ""scientific journal"". Science magazines are read by non-scientists and scientists who want accessible information on fields outside their specialization.
Articles in science magazines are sometimes republished or summarized by the general press.",1
UNESCO Science Report,"The UNESCO Science Report is a global monitoring report published regularly by the United Nations Educational, Scientific and Cultural Organization. Every five years, this report maps the latest trends and developments in national and regional policy landscapes, against the backdrop of shifting socio-economic, geopolitical and environmental realities. Each edition is typically released on 10 November, which is World Science Day for Peace and Development. The most recent edition was released on 11 June 2021, owing to delays due to the COVID-19 pandemic.",1
International scientific vocabulary,"International scientific vocabulary (ISV) comprises scientific and specialized words whose language of origin may or may not be certain, but which are in current use in several modern languages (that is, translingually, whether in naturalized, loanword, or calque forms). 
The name ""international scientific vocabulary"" was first used by Philip Gove in Webster's Third New International Dictionary (1961). As noted by David Crystal, science is an especially productive field for new coinages. It is also especially predisposed to immediate translingual sharing of words owing to its very nature: scientists working in many countries and languages, reading each other's latest articles in scientific journals (via foreign language skills, translation help, or both), and eager to apply any reported advances to their own context.",1
Scientific terminology,"Scientific terminology is the part of the language that is used by scientists in the context of their professional activities. While studying nature, scientists often encounter or create new material or immaterial objects and concepts and are compelled to name them. Many of those names are known only to professionals. However, due to popularization of science, they gradually become part of common languages. Several categories of scientific terminology can be distinguished.",1
Baseline (science),"A baseline in science (including medicine) is the initial conditions found by observation and measurement at the beginning of a survey or clinical trial or which is used for comparison with later data collected during or after the survey or trial to identify and measure changes, often with the intention of assessing the effects of a treatment or procedure.In environmental science a baseline study is necessary to be able to accurately determine impact by monitoring the environment and comparing the changing situation with the initial conditions after development has occurred. In some cases, baseline information already be available from previous surveys, but it may be necessary to gather data in the field.Example: If a patient with kidney failure (whose creatinine is usually 3.0 mg/dL) suddenly has a creatinine of 5.0 mg/dL, then his creatinine is out of his normal.  For that person with kidney failure, absolute normal no longer applies because he will never again be able to obtain an absolutely normal creatinine level (0.5–1.2 mg/dL) with kidneys that no longer function properly.",1
Center of excellence,"A center of excellence (COE or CoE), also called excellence center, is a team, a shared facility or an entity that provides leadership, best practices, research, support or training for a focus area.
Due to its broad usage and vague legal precedent, a ""center of excellence"" in one context may have completely different characteristics from another. The focus area might be a technology (e.g. Java), a business concept (e.g. BPM), a skill (e.g. negotiation) or a broad area of study (e.g. women's health). A center of excellence may also be aimed at revitalizing stalled initiatives. The term may also refer to a network of institutions collaborating with each other to pursue excellence in a particular area. (e.g. the Rochester Area Colleges Center for Excellence in Math and Science).",1
Grand-disciple,"Grand-disciple or academic grandson (or granddaughter) (German: Enkelschüler) are terms sometimes used in academic contexts or contexts relating to fine arts, and denote someone whose mentor or teacher was himself (or herself) a student of a famous representative of that discipline, such as a famous composer or a Nobel Prize-winning scientist.The term implies that knowledge, techniques and/or skills are transferred from the ""grandfather"" to the ""grand-disciple,"" borrowing from kinship terminology. The term Enkelschüler is fairly common in German, but similar terms are also used in English to some extent. In German a doctoral advisor is also usually referred to as a Doktorvater, a ""doctoral father,"" similarly modelled on kinship terminology.
== References ==",1
History and naming of human leukocyte antigens,"Human leukocyte antigens (HLA) began as a list of antigens identified as a result of transplant rejection. The antigens were initially identified by categorizing and performing massive statistical analyses on interactions between blood types. This process is based upon the principle of serotypes. HLA are not typical antigens, like those found on surface of infectious agents. HLAs are alloantigens, they vary from individual to individual as a result of genetic differences.
An organ called the thymus is responsible for ensuring that any T-cells that attack self proteins are not allowed to live. In essence, every individual's immune system is tuned to the specific set of HLA and self proteins produced by that individual; where this goes awry is when tissues are transferred to another person. Since individuals almost always have different ""banks"" of HLAs, the immune system of the recipient recognizes the transplanted tissue as non-self and destroys the foreign tissue, leading to transplant rejection. It was through the realization of this that HLAs were discovered.",1
Homogeneity and heterogeneity,"Homogeneity and heterogeneity are concepts relating to the uniformity of a substance, process or image. A homogeneous feature is uniform in composition or character (i.e. color, shape, size, weight, height, distribution, texture, language, income, disease, temperature, radioactivity, architectural design, etc.); one that is heterogeneous is distinctly nonuniform in at least one of these qualities.",1
Illustration,"An illustration is a decoration, interpretation, or visual explanation of a text, concept, or process, designed for integration in print and digitally published media, such as posters, flyers, magazines, books, teaching materials, animations, video games and films. An illustration is typically created by an illustrator. Digital illustrations are often used to make websites and apps more user-friendly, such as the use of emojis to accompany digital type. Illustration also means providing an example; either in writing or in picture form.
The origin of the word ""illustration"" is late Middle English (in the sense ‘illumination; spiritual or intellectual enlightenment’): via Old French from Latin illustratio(n-), from the verb illustrare.",1
In papyro,"In papyro (literally, ""in/on paper"") is a cod Latin term for experiments or studies carried out only on paper, for example, epidemiological studies that do not involve clinical subjects, such as meta-analysis. The term is similar to phrases such as in vivo, in vitro, or in silico. Like the latter, in papyro has no actual Latin meaning and was constructed as an analogue to the more popular and longstanding biological sciences terms (vivo and vitro). In papyro is mutually exclusive from in vitro and in vivo, but overlaps with in silico – that is, a study carried out through computer/abstract simulations can also be considered in papyro.",1
In simulacra,"In simulacra is a Latin phrase meaning ""within likenesses."" The phrase is used similarly to in vivo or ex vivo to denote the context of an experiment. In this case, the phrase denotes that the experiment is not conducted in the actual subject, but rather a model of such.",1
In situ,"In situ (; often not italicized in English) is a Latin phrase that translates literally to ""on site"" or ""in position."" It can mean ""locally"", ""on site"", ""on the premises"", or ""in place"" to describe where an event takes place and is used in many different contexts. For example, in fields such as physics, geology, chemistry, or biology, in situ may describe the way a measurement is taken, that is, in the same place the phenomenon is occurring without isolating it from other systems or altering the original conditions of the test. The opposite of in situ is ex situ.",1
